neighbourhood_group;neighbourhood;room_type;price;minimum_nights;number_of_reviews;reviews_per_month;calculated_host_listings_count;availability_365
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;70;2;17;3.52;1;343
Lisboa;Misericrdia;Entire home/apt;85;1;4;1.05;5;236
Lisboa;Misericrdia;Entire home/apt;95;1;9;2.33;5;316
Cascais;Cascais e Estoril;Entire home/apt;38;1;11;2.09;1;344
Lisboa;Arroios;Hotel room;116;1;0;;3;331
Lisboa;Arroios;Hotel room;107;1;0;;3;297
Lisboa;Arroios;Hotel room;134;1;0;;3;332
Mafra;Carvoeira;Private room;22;1;44;8.10;1;300
Lisboa;Campo de Ourique;Private room;35;3;10;2.34;2;4
Lisboa;Santa Maria Maior;Entire home/apt;500;1;2;0.56;6;360
Vila Franca De Xira;Vila Franca de Xira;Entire home/apt;40;2;4;1.01;1;258
Cascais;Alcabideche;Private room;30;1;2;0.39;1;365
Cascais;Cascais e Estoril;Entire home/apt;210;2;5;1.36;1;305
Lisboa;Misericrdia;Entire home/apt;180;2;13;2.75;1;352
Lisboa;Alcntara;Entire home/apt;100;2;0;;7;86
Lisboa;Belm;Entire home/apt;109;3;4;1.08;1;180
Sintra;Algueiro-Mem Martins;Private room;35;1;22;4.40;6;79
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;398;2;3;0.83;1;365
Lisboa;Santa Maria Maior;Entire home/apt;82;2;21;5.53;1;163
Lisboa;Arroios;Private room;50;1;17;3.19;1;6
Lisboa;Estrela;Private room;25;1;16;3.56;1;177
Lisboa;Ajuda;Entire home/apt;120;4;1;0.24;4;351
Lisboa;Arroios;Entire home/apt;85;1;8;2.03;3;203
Lourinh;Lourinh e Atalaia;Entire home/apt;150;1;7;1.94;1;363
Amadora;guas Livres;Entire home/apt;90;7;1;0.31;1;319
Lisboa;Alvalade;Entire home/apt;60;2;12;4.24;1;158
Lisboa;Arroios;Entire home/apt;40;1;14;3.62;1;358
Lisboa;Avenidas Novas;Private room;50;2;1;0.33;1;87
Lisboa;Arroios;Entire home/apt;75;2;22;4.68;15;17
Mafra;Ericeira;Entire home/apt;300;4;3;0.82;1;113
Lisboa;Arroios;Private room;23;1;3;0.64;13;29
Lisboa;Arroios;Entire home/apt;65;2;18;3.83;15;6
Lisboa;Arroios;Entire home/apt;70;2;17;3.49;15;48
Lisboa;Alcntara;Entire home/apt;70;2;9;2.03;15;141
Lisboa;Olivais;Entire home/apt;45;2;19;3.93;3;348
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;66;1;0;;25;303
Lisboa;Arroios;Private room;23;1;0;;13;3
Lisboa;Olivais;Entire home/apt;90;1;11;2.66;17;80
Lisboa;Estrela;Private room;40;2;19;4.42;2;151
Lisboa;Arroios;Private room;23;1;1;0.23;13;3
Lisboa;Santa Maria Maior;Entire home/apt;100;2;13;2.47;7;157
Lisboa;Olivais;Entire home/apt;118;2;5;1.32;1;355
Lisboa;Santa Maria Maior;Entire home/apt;100;2;6;1.12;7;163
Lisboa;Santa Maria Maior;Entire home/apt;100;2;14;2.68;7;135
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;60;1;0;;25;353
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;49;1;4;0.77;25;358
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;21;2;12;2.48;11;365
Lisboa;Santa Maria Maior;Entire home/apt;100;2;12;2.28;7;149
Lisboa;Santa Maria Maior;Entire home/apt;100;2;7;1.57;7;130
Lisboa;Arroios;Private room;23;1;2;1.02;13;3
Lisboa;Arroios;Private room;23;1;2;0.55;13;3
Lisboa;Estrela;Entire home/apt;75;2;3;0.93;1;90
Lisboa;Santa Maria Maior;Entire home/apt;160;3;16;4.10;2;304
Lisboa;Penha de Frana;Entire home/apt;100;2;8;1.95;1;166
Lisboa;Ajuda;Entire home/apt;55;2;19;3.77;2;114
Lisboa;Arroios;Entire home/apt;50;3;18;3.67;1;354
Lisboa;Alcntara;Entire home/apt;85;3;10;2.01;18;354
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;49;1;0;;25;356
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;55;1;4;0.91;25;350
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;55;1;0;;25;357
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;45;1;4;0.94;25;351
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;70;3;3;0.77;3;123
Lisboa;Santo Antnio;Entire home/apt;125;1;9;2.21;13;348
Lisboa;Alcntara;Entire home/apt;45;2;18;5.35;1;129
Lisboa;Estrela;Hotel room;99;3;1;0.19;29;236
Lisboa;Estrela;Entire home/apt;99;3;0;;29;339
Lisboa;Estrela;Entire home/apt;99;3;1;0.26;29;330
Lisboa;Avenidas Novas;Entire home/apt;6500;1;0;;1;364
Lisboa;Arroios;Entire home/apt;71;2;22;4.62;1;204
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;68;1;49;9.25;1;341
Lisboa;Santa Maria Maior;Entire home/apt;45;1;11;2.68;2;146
Torres Vedras;A dos Cunhados e Maceira;Entire home/apt;68;2;3;0.72;1;363
Sintra;Colares;Entire home/apt;50;2;4;0.85;2;0
Lisboa;Arroios;Entire home/apt;80;3;11;2.14;6;0
Lisboa;Arroios;Private room;23;1;1;0.49;13;0
Lisboa;Penha de Frana;Private room;59;1;14;2.75;1;10
Lisboa;Estrela;Entire home/apt;35;2;10;3.13;2;46
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;65;3;0;;3;153
Lisboa;Misericrdia;Entire home/apt;80;1;13;2.58;3;363
Odivelas;Pvoa de Santo Adrio e Olival de Basto;Entire home/apt;85;3;1;0.27;7;83
Cascais;Cascais e Estoril;Entire home/apt;100;1;4;1.05;2;362
Mafra;Ericeira;Entire home/apt;50;2;0;;2;151
Cascais;Cascais e Estoril;Private room;38;3;17;3.42;2;357
Lisboa;Estrela;Entire home/apt;67;1;12;2.79;1;266
Lisboa;Parque das Naes;Entire home/apt;70;6;8;1.58;1;88
Cascais;So Domingos de Rana;Private room;40;1;1;0.29;1;365
Cascais;So Domingos de Rana;Private room;33;2;14;2.73;1;159
Lisboa;Areeiro;Private room;22;2;1;1;4;324
Lisboa;Estrela;Entire home/apt;82;3;6;1.41;2;240
Lisboa;Areeiro;Entire home/apt;99;1;1;0.42;2;358
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;300;2;1;0.88;8;78
Lisboa;Ajuda;Entire home/apt;120;4;0;;4;358
Lisboa;Santo Antnio;Entire home/apt;210;2;0;;48;358
Sintra;Massam e Monte Abrao;Private room;100;2;4;0.91;3;326
Lisboa;Arroios;Entire home/apt;93;2;0;;48;365
Lisboa;Parque das Naes;Entire home/apt;180;2;3;0.66;1;308
Lisboa;Arroios;Entire home/apt;93;2;0;;48;365
Lisboa;Parque das Naes;Entire home/apt;75;1;0;;48;364
Cascais;Carcavelos e Parede;Entire home/apt;68;1;10;2.86;2;56
Lisboa;Ajuda;Entire home/apt;120;4;0;;4;365
Lisboa;Parque das Naes;Entire home/apt;70;1;1;1;48;363
Lisboa;Santa Maria Maior;Entire home/apt;8000;1;0;;2;299
Lisboa;Parque das Naes;Entire home/apt;140;1;0;;48;364
Lisboa;Ajuda;Entire home/apt;90;4;0;;4;354
Loures;Sacavm e Prior Velho;Entire home/apt;100;1;1;0.73;48;363
Lisboa;Misericrdia;Entire home/apt;112;3;17;3.40;5;140
Lisboa;Arroios;Entire home/apt;55;2;5;1.81;12;358
Lisboa;So Vicente;Entire home/apt;50;2;15;3.63;3;348
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;75;2;5;1.03;3;269
Lisboa;Arroios;Entire home/apt;75;1;30;6.04;2;247
Lisboa;Misericrdia;Entire home/apt;107;3;21;4.96;5;116
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;65;5;2;0.62;7;0
Lisboa;Misericrdia;Entire home/apt;100;3;20;3.95;5;151
Lisboa;Ajuda;Hotel room;70;1;0;;3;89
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Entire home/apt;100;3;0;;2;0
Lisboa;Arroios;Private room;24;1;3;0.78;13;0
Cascais;Cascais e Estoril;Entire home/apt;150;3;12;2.63;2;80
Lisboa;Misericrdia;Entire home/apt;102;3;19;3.99;5;159
Cascais;Alcabideche;Entire home/apt;245;5;9;2.01;1;0
Lisboa;Misericrdia;Entire home/apt;55;2;2;0.43;1;337
Lisboa;Misericrdia;Entire home/apt;56;2;28;5.83;3;335
Sintra;So Joo das Lampas e Terrugem;Entire home/apt;40;1;7;1.41;1;250
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;59;3;7;1.44;1;289
Lisboa;Arroios;Entire home/apt;99;1;26;5.38;2;165
Oeiras;Carnaxide e Queijas;Private room;25;1;12;2.77;3;87
Lisboa;Arroios;Entire home/apt;400;2;15;3.41;7;144
Cascais;Carcavelos e Parede;Private room;90;1;7;1.62;1;345
Mafra;Mafra;Entire home/apt;240;5;4;0.97;1;341
Lisboa;Parque das Naes;Entire home/apt;120;2;1;1;1;238
Lisboa;Penha de Frana;Entire home/apt;75;2;3;0.82;1;355
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;73;4;0;;38;352
Torres Vedras;Turcifal;Entire home/apt;160;6;1;1;1;0
Lisboa;Arroios;Private room;500;1;1;0.65;13;144
Lisboa;Arroios;Private room;500;1;4;0.85;13;145
Loures;Sacavm e Prior Velho;Private room;18;1;9;1.81;1;328
Lisboa;So Vicente;Entire home/apt;70;3;3;0.82;3;354
Lisboa;So Vicente;Entire home/apt;75;2;10;2.42;1;365
Lisboa;Arroios;Private room;500;1;3;0.87;13;0
Lisboa;Arroios;Private room;19;2;10;2.04;13;186
Sintra;Algueiro-Mem Martins;Private room;29;1;27;5.51;6;47
Lisboa;Misericrdia;Entire home/apt;125;2;1;1;2;311
Lisboa;Ajuda;Entire home/apt;139;3;8;2.02;1;35
Sintra;Algueiro-Mem Martins;Entire home/apt;59;1;4;0.91;6;46
Cascais;Alcabideche;Private room;30;5;0;;1;331
Lourinh;Lourinh e Atalaia;Entire home/apt;80;2;3;0.84;1;365
Lisboa;Misericrdia;Private room;35;3;1;0.32;1;0
Sintra;Colares;Entire home/apt;100;3;5;1.11;4;347
Torres Vedras;Silveira;Entire home/apt;99;5;0;;1;365
Lisboa;Misericrdia;Entire home/apt;90;1;9;1.79;3;346
Lisboa;Santo Antnio;Private room;1000;1;0;;1;4
Lisboa;Arroios;Private room;23;1;2;0.64;13;3
Cascais;Cascais e Estoril;Entire home/apt;150;3;0;;2;225
Cascais;Carcavelos e Parede;Private room;50;2;2;0.53;5;217
Lisboa;So Domingos de Benfica;Entire home/apt;188;2;8;2.02;3;0
Torres Vedras;S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces;Entire home/apt;98;1;4;1.02;1;179
Lisboa;Santo Antnio;Private room;30;1;4;0.94;38;25
Lisboa;Estrela;Entire home/apt;90;4;5;1.20;2;0
Lisboa;Santa Maria Maior;Entire home/apt;90;1;2;0.60;9;0
Lisboa;So Vicente;Entire home/apt;70;3;0;;1;365
Cascais;Cascais e Estoril;Entire home/apt;457;7;2;0.54;36;0
Lisboa;Arroios;Entire home/apt;75;2;0;;1;335
Lisboa;Santo Antnio;Private room;30;1;7;1.60;38;25
Lisboa;Santo Antnio;Private room;30;1;10;2.16;38;32
Lisboa;Santo Antnio;Private room;30;1;10;2.16;38;28
Sintra;Queluz e Belas;Entire home/apt;55;1;1;0.75;12;343
Lisboa;Santo Antnio;Private room;21;1;11;2.52;38;25
Lisboa;Olivais;Entire home/apt;70;1;16;6.40;1;145
Cascais;Cascais e Estoril;Hotel room;25;2;1;0.25;8;365
Cascais;Cascais e Estoril;Entire home/apt;300;3;3;0.78;1;152
Lisboa;Misericrdia;Entire home/apt;50;2;8;1.73;4;0
Lisboa;Santa Maria Maior;Hotel room;199;1;0;;2;289
Lisboa;Santa Maria Maior;Hotel room;299;1;0;;2;331
Mafra;Santo Isidoro;Shared room;21;1;4;0.83;3;256
Mafra;Ericeira;Shared room;24;1;7;1.49;3;252
Lisboa;Areeiro;Entire home/apt;180;4;35;7.05;18;47
Mafra;Ericeira;Entire home/apt;550;2;3;0.80;4;171
Cascais;Cascais e Estoril;Entire home/apt;83;2;8;1.85;1;26
Alenquer;Ribafria e Pereiro de Palhacana;Private room;60;1;1;0.40;5;365
Mafra;Ericeira;Shared room;31;1;2;0.46;3;256
Alenquer;Ribafria e Pereiro de Palhacana;Private room;60;1;0;;5;365
Cascais;Cascais e Estoril;Entire home/apt;240;4;6;1.78;1;197
Lisboa;Alcntara;Entire home/apt;120;2;15;3.88;4;299
Alenquer;Ribafria e Pereiro de Palhacana;Private room;60;1;0;;5;365
Cascais;Carcavelos e Parede;Private room;44;2;7;1.67;7;180
Alenquer;Ribafria e Pereiro de Palhacana;Entire home/apt;90;1;1;0.91;5;365
Cascais;Carcavelos e Parede;Private room;42;2;10;2.22;7;182
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;111;1;9;2.33;4;179
Cascais;Carcavelos e Parede;Entire home/apt;148;2;5;1.30;36;296
Lisboa;Arroios;Private room;45;1;12;2.59;44;242
Lisboa;Penha de Frana;Private room;40;2;0;;4;365
Lisboa;Beato;Entire home/apt;42;2;14;3.11;1;363
Sintra;Colares;Entire home/apt;180;4;0;;1;283
Lisboa;Arroios;Private room;40;1;22;4.40;1;58
Cascais;Cascais e Estoril;Entire home/apt;70;4;7;1.56;38;309
Lisboa;Estrela;Private room;65;1;0;;5;333
Lisboa;Estrela;Private room;85;1;0;;5;327
Lisboa;Estrela;Private room;70;1;0;;5;331
Lisboa;Estrela;Private room;75;1;0;;5;333
Lisboa;Santa Maria Maior;Entire home/apt;125;2;17;4.77;15;156
Lisboa;Belm;Private room;95;2;2;0.41;5;336
Lisboa;Belm;Entire home/apt;40;1;7;1.52;1;99
Lisboa;Estrela;Entire home/apt;35;2;0;;2;41
Lisboa;Santa Maria Maior;Entire home/apt;100;2;33;6.83;1;323
Cascais;Cascais e Estoril;Entire home/apt;150;4;15;3.26;1;171
Torres Vedras;A dos Cunhados e Maceira;Entire home/apt;185;4;4;1.01;14;352
Cascais;Alcabideche;Entire home/apt;130;4;6;1.45;1;339
Lisboa;Santa Maria Maior;Entire home/apt;45;2;14;3.16;8;16
Lisboa;So Vicente;Entire home/apt;500;1;2;0.64;6;355
Cascais;Cascais e Estoril;Private room;90;2;0;;1;178
Lisboa;So Domingos de Benfica;Entire home/apt;100;1;12;2.65;1;353
Lisboa;Arroios;Entire home/apt;90;2;6;1.40;1;0
Cascais;Cascais e Estoril;Entire home/apt;120;2;11;2.28;1;84
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;80;3;2;0.63;6;365
Lisboa;So Vicente;Entire home/apt;50;2;10;3.13;3;353
Lisboa;Santo Antnio;Entire home/apt;47;2;6;1.44;315;334
Cascais;Cascais e Estoril;Private room;35;1;4;1.11;1;180
Lisboa;Santo Antnio;Entire home/apt;180;3;1;0.28;11;125
Torres Vedras;A dos Cunhados e Maceira;Entire home/apt;120;2;10;2.52;1;179
Lisboa;Santo Antnio;Private room;100;3;0;;29;319
Lisboa;Santa Maria Maior;Entire home/apt;150;1;3;0.62;3;317
Lisboa;Santo Antnio;Private room;100;3;0;;29;341
Lisboa;Santo Antnio;Private room;100;3;0;;29;335
Lisboa;Santo Antnio;Entire home/apt;47;1;1;0.55;176;344
Amadora;Alfragide;Entire home/apt;50;6;2;0.56;2;215
Lisboa;Marvila;Entire home/apt;2693;3;0;;2;361
Lisboa;Santa Maria Maior;Entire home/apt;61;1;10;2.68;1;344
Lisboa;So Vicente;Entire home/apt;810;1;0;;5;285
Lisboa;Santa Maria Maior;Entire home/apt;219;1;14;2.98;8;338
Lisboa;Santo Antnio;Entire home/apt;110;1;7;2.33;2;0
Lisboa;Alcntara;Entire home/apt;120;2;19;4.32;4;309
Cascais;Cascais e Estoril;Entire home/apt;59;5;13;2.87;1;344
Lisboa;Alcntara;Entire home/apt;70;2;20;4.62;4;296
Lisboa;Alcntara;Entire home/apt;60;2;16;3.53;4;305
Odivelas;Odivelas;Entire home/apt;100;3;1;0.23;19;352
Vila Franca De Xira;Vila Franca de Xira;Private room;65;1;8;1.83;4;352
Lisboa;Campolide;Entire home/apt;80;3;1;0.29;2;56
Sintra;Colares;Entire home/apt;99;1;9;2.18;1;192
Sintra;So Joo das Lampas e Terrugem;Entire home/apt;96;7;3;0.73;1;273
Cascais;Cascais e Estoril;Entire home/apt;230;1;0;;26;354
Lisboa;Campolide;Entire home/apt;38;1;4;1.18;13;268
Cascais;Carcavelos e Parede;Entire home/apt;250;3;1;1;8;42
Lisboa;Arroios;Private room;40;1;22;4.85;5;80
Lisboa;Arroios;Private room;40;1;21;4.57;5;76
Lisboa;Arroios;Private room;40;1;19;3.99;5;81
Lisboa;Arroios;Private room;40;1;13;2.85;5;86
Lisboa;Misericrdia;Entire home/apt;99;2;21;4.63;1;29
Lisboa;Misericrdia;Entire home/apt;67;1;3;0.73;176;331
Sintra;Rio de Mouro;Private room;25;2;0;;1;45
Mafra;Ericeira;Shared room;27;3;6;1.30;9;0
Lisboa;Areeiro;Entire home/apt;85;3;0;;1;141
Lisboa;Alcntara;Entire home/apt;75;2;1;0.23;3;173
Lisboa;Carnide;Shared room;25;1;2;0.50;1;89
Lourinh;Lourinh e Atalaia;Entire home/apt;126;5;0;;1;177
Lisboa;Penha de Frana;Private room;30;4;0;;1;361
Cascais;Cascais e Estoril;Entire home/apt;190;2;0;;26;361
Cascais;Cascais e Estoril;Entire home/apt;190;2;1;0.48;26;364
Lisboa;Santa Maria Maior;Entire home/apt;129;2;4;0.82;55;360
Cascais;Cascais e Estoril;Entire home/apt;200;2;0;;26;364
Cascais;Cascais e Estoril;Entire home/apt;190;2;0;;26;364
Cascais;Cascais e Estoril;Entire home/apt;230;2;0;;26;361
Cascais;Cascais e Estoril;Entire home/apt;210;2;1;0.30;26;351
Lisboa;Santa Maria Maior;Entire home/apt;115;2;3;0.63;55;358
Lisboa;Avenidas Novas;Entire home/apt;100;1;8;1.90;1;358
Lisboa;Parque das Naes;Entire home/apt;150;2;4;1.00;6;148
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Entire home/apt;46;1;3;0.65;1;0
Lisboa;Olivais;Private room;25;2;4;0.93;3;0
Lisboa;Santa Maria Maior;Entire home/apt;100;2;15;3.33;2;337
Lisboa;Arroios;Entire home/apt;180;1;21;4.85;14;153
Lisboa;Santa Maria Maior;Entire home/apt;150;1;2;0.49;3;303
Lisboa;So Vicente;Private room;30;2;7;1.79;3;165
Lisboa;Lumiar;Entire home/apt;90;3;4;1.11;73;297
Lisboa;Beato;Private room;17;2;5;1.13;1;0
Cascais;Cascais e Estoril;Entire home/apt;190;5;1;0.27;1;1
Lisboa;Arroios;Entire home/apt;160;4;24;4.86;1;237
Torres Vedras;A dos Cunhados e Maceira;Private room;28;7;0;;2;261
Lisboa;Arroios;Entire home/apt;67;3;5;1.65;1;326
Lisboa;Arroios;Private room;40;3;3;0.65;19;176
Lisboa;Santa Maria Maior;Entire home/apt;110;2;13;3.75;2;337
Torres Vedras;Silveira;Entire home/apt;55;3;2;0.46;5;363
Mafra;Ericeira;Private room;29;1;18;3.75;3;172
Lisboa;Estrela;Entire home/apt;43;2;8;1.83;6;119
Sintra;Queluz e Belas;Entire home/apt;50;4;10;2.29;2;350
Lisboa;Estrela;Private room;102;1;0;;1;0
Lisboa;Belm;Private room;115;2;3;0.71;5;165
Amadora;Venteira;Entire home/apt;95;2;10;2.61;10;336
Lisboa;Arroios;Private room;40;3;0;;19;0
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;77;1;39;8.13;1;342
Lisboa;Arroios;Private room;40;3;2;0.44;19;0
Mafra;Ericeira;Entire home/apt;89;3;7;1.63;2;210
Sintra;Massam e Monte Abrao;Entire home/apt;25;7;4;1.11;2;125
Lisboa;Arroios;Private room;30;3;1;0.35;19;5
Lisboa;Arroios;Private room;30;3;2;0.78;19;0
Lisboa;Areeiro;Private room;40;3;3;0.61;19;0
Lisboa;Areeiro;Entire home/apt;60;4;0;;16;365
Lisboa;Areeiro;Private room;30;3;2;0.63;19;0
Lisboa;Areeiro;Entire home/apt;60;4;1;0.55;16;353
Lisboa;Areeiro;Entire home/apt;60;4;2;0.54;16;333
Lisboa;Areeiro;Private room;40;3;2;0.47;19;0
Lisboa;Areeiro;Private room;40;3;3;0.74;19;0
Lisboa;Areeiro;Private room;40;3;1;0.41;19;0
Lisboa;Olivais;Private room;30;3;1;0.30;3;0
Mafra;Encarnao;Entire home/apt;70;2;3;0.83;1;60
Lisboa;Santa Maria Maior;Entire home/apt;125;4;1;1;1;267
Lisboa;Arroios;Entire home/apt;147;1;0;;4;266
Torres Vedras;S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces;Private room;35;3;1;0.36;1;314
Lisboa;Misericrdia;Entire home/apt;130;1;2;0.58;13;0
Vila Franca De Xira;Alverca do Ribatejo e Sobralinho;Entire home/apt;32;2;11;2.56;1;311
Sintra;Algueiro-Mem Martins;Entire home/apt;69;3;0;;4;122
Lisboa;Misericrdia;Entire home/apt;100;2;0;;75;339
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;50;7;4;0.96;1;348
Lisboa;Misericrdia;Entire home/apt;100;1;0;;13;0
Lisboa;Penha de Frana;Entire home/apt;100;1;15;3.15;8;266
Lisboa;Arroios;Entire home/apt;84;2;17;3.83;1;241
Lisboa;Misericrdia;Entire home/apt;47;1;0;;176;327
Lisboa;Misericrdia;Entire home/apt;47;1;6;1.32;176;329
Lisboa;Misericrdia;Entire home/apt;47;1;2;0.52;176;322
Lisboa;Misericrdia;Entire home/apt;52;1;4;1.03;176;323
Lisboa;Penha de Frana;Private room;30;1;14;3.02;2;350
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Hotel room;160;1;0;;6;364
Lisboa;Belm;Private room;95;2;2;0.63;5;167
Lisboa;Penha de Frana;Private room;22;2;7;1.44;7;0
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Hotel room;125;1;0;;6;365
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Hotel room;125;1;0;;6;365
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Hotel room;125;1;0;;6;365
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Hotel room;110;1;1;0.24;6;365
Lisboa;Estrela;Entire home/apt;45;3;26;5.86;10;159
Lisboa;Belm;Private room;90;2;1;0.24;5;166
Lisboa;Santo Antnio;Private room;250;15;0;;5;173
Lisboa;Santo Antnio;Entire home/apt;250;10;0;;5;173
Lisboa;So Vicente;Entire home/apt;50;2;30;8.11;2;10
Lisboa;Arroios;Private room;40;2;7;1.44;2;365
Lisboa;So Vicente;Private room;35;2;4;0.82;2;365
Lisboa;Belm;Private room;135;2;0;;5;163
Lisboa;Arroios;Entire home/apt;200;1;0;;2;356
Lisboa;Olivais;Private room;100;1;0;;5;358
Cascais;Carcavelos e Parede;Entire home/apt;39;2;10;2.08;1;1
Lisboa;Santa Clara;Private room;40;1;6;1.80;2;174
Lisboa;Arroios;Entire home/apt;75;3;21;4.32;1;168
Lisboa;Penha de Frana;Private room;49;1;0;;6;352
Lisboa;Penha de Frana;Private room;49;1;1;0.22;6;347
Lisboa;Santo Antnio;Entire home/apt;119;1;10;2.27;26;326
Lisboa;Santa Maria Maior;Hotel room;200;1;0;;4;337
Lisboa;Santa Maria Maior;Hotel room;210;1;0;;4;356
Lisboa;Santa Maria Maior;Hotel room;235;1;0;;4;355
Lisboa;Santa Maria Maior;Hotel room;285;1;0;;4;348
Lisboa;Penha de Frana;Shared room;25;1;2;0.42;6;355
Lisboa;Santo Antnio;Private room;30;1;8;1.71;17;180
Lisboa;Santo Antnio;Private room;35;1;0;;17;25
Lisboa;Santa Clara;Private room;13;30;0;;20;348
Lisboa;Santo Antnio;Private room;27;1;26;5.49;17;135
Lisboa;Parque das Naes;Entire home/apt;139;1;13;3.05;26;346
Lisboa;Alvalade;Entire home/apt;85;1;20;4.17;2;316
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Private room;35;3;4;0.87;8;47
Lisboa;So Vicente;Private room;25;3;1;0.65;3;161
Lisboa;Avenidas Novas;Entire home/apt;122;2;1;0.59;315;0
Lisboa;Santa Maria Maior;Entire home/apt;45;4;20;4.62;4;302
Lisboa;So Vicente;Entire home/apt;50;4;7;2.04;3;90
Odivelas;Odivelas;Entire home/apt;80;2;2;1.36;1;349
Lisboa;Arroios;Entire home/apt;95;3;23;5.61;22;0
Lisboa;So Vicente;Entire home/apt;43;2;15;3.33;18;354
Lisboa;So Vicente;Entire home/apt;48;2;5;1.09;18;343
Mafra;Carvoeira;Entire home/apt;80;3;6;1.37;3;270
Lisboa;Misericrdia;Entire home/apt;100;3;16;3.38;38;336
Lisboa;Misericrdia;Entire home/apt;70;1;12;3.16;15;359
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;65;2;11;2.32;1;215
Lisboa;Penha de Frana;Entire home/apt;90;3;6;1.33;2;172
Mafra;Ericeira;Entire home/apt;44;4;9;1.90;2;149
Lisboa;Santa Maria Maior;Entire home/apt;100;2;14;3.04;4;352
Lisboa;Areeiro;Entire home/apt;110;1;9;2.35;2;0
Lisboa;Carnide;Entire home/apt;99;2;2;0.46;1;356
Lisboa;Campo de Ourique;Entire home/apt;55;1;1;0.40;1;19
Cascais;Cascais e Estoril;Entire home/apt;125;2;0;;2;178
Lisboa;Arroios;Private room;34;1;5;1.09;26;137
Lisboa;Arroios;Private room;38;1;16;3.29;26;137
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Hotel room;115;1;1;0.29;1;364
Lisboa;Misericrdia;Entire home/apt;85;1;15;3.28;3;347
Torres Vedras;Silveira;Entire home/apt;98;7;0;;1;0
Lisboa;Ajuda;Entire home/apt;70;1;34;7.03;6;313
Lisboa;Misericrdia;Entire home/apt;79;2;4;2.22;2;357
Lisboa;Santa Maria Maior;Entire home/apt;110;3;5;1.42;6;358
Loures;Camarate, Unhos e Apelao;Entire home/apt;75;7;1;0.25;1;146
Lisboa;So Vicente;Entire home/apt;75;2;2;0.98;192;347
Lisboa;Estrela;Private room;35;14;1;0.34;1;365
Mafra;Ericeira;Entire home/apt;90;3;5;1.19;9;351
Lisboa;Arroios;Entire home/apt;70;2;3;0.87;1;180
Lisboa;Santa Maria Maior;Entire home/apt;51;2;3;0.87;192;347
Lisboa;Arroios;Private room;40;1;29;6.26;5;87
Azambuja;Azambuja;Private room;45;1;0;;1;365
Lisboa;Benfica;Entire home/apt;55;2;6;1.49;1;364
Lisboa;Areeiro;Private room;40;3;1;0.23;19;0
Lisboa;Arroios;Entire home/apt;80;2;18;3.91;1;349
Lourinh;Miragaia e Marteleira;Entire home/apt;40;2;4;1.03;2;300
